date   REG1_contr  REG2_contr  REG3_contr  REG4_contr  REG5_contr  REG6_contr  lpyear
199208  6.2544642857142000E-01 -3.7455357142857000E-01 -3.7419642857142000E-01 -3.7455357142857000E-01 -3.7598214285714000E-01 -3.7491071428571000E-01  8.3266726846886000E-16
199209 -2.4986607142857000E-01  7.4941964285714000E-01  7.5049107142857000E-01 -2.4950892857142000E-01 -2.4915178571428000E-01 -2.4950892857142000E-01  1.7763568394002000E-15
199210 -3.7558035714285000E-01 -3.7486607142857000E-01 -3.7629464285714000E-01  6.2406250000000000E-01  6.2513392857142000E-01  6.2441964285714000E-01  8.8817841970012000E-16
199211  9.9915178571428000E-01  9.3750000000037000E-04 -1.0001339285714000E+00  2.2321428571464000E-04 -4.9107142857141000E-04 -1.5624999999999000E-03  1.8873791418627000E-15
199212 -2.5263392857142000E-01  7.5022321428571000E-01  7.5022321428571000E-01  7.4950892857143000E-01 -1.2476339285714000E+00 -2.5156250000000000E-01  9.9920072216264000E-16
199301 -3.7433035714285000E-01 -3.7433035714285000E-01 -3.7504464285714000E-01 -3.7611607142857000E-01 -3.7504464285714000E-01  6.2424107142857000E-01  0.0000000000000000E+00
199302 -3.1473214285714000E-02 -2.9687500000000000E-02 -3.1473214285714000E-02 -2.9330357142856000E-02 -3.0401785714285000E-02 -3.0401785714285000E-02 -2.4214285714285000E-01
199303  7.8334821428571000E-01  6.4227678571428000E-01  6.4441964285714000E-01 -3.5772321428571000E-01 -3.5700892857142000E-01 -3.5843750000000000E-01  8.8817841970012000E-16
199304 -7.2589285714285000E-01 -3.0232142857142000E-01 -3.0267857142857000E-01  7.0196428571428000E-01  6.9803571428571000E-01 -3.0160714285714000E-01  1.8873791418627000E-15
199305  9.6227678571429000E-02 -3.3109375000000000E-01 -7.8236607142857000E-02 -6.8037946428571000E-01 -3.3216517857142000E-01 -1.3346651785714000E+00  6.6613381477509000E-16
199306  7.8214285714286000E-02  7.9178571428571000E-01  8.0750000000000000E-01 -1.7964285714285000E-01 -2.0821428571428000E-01 -2.0964285714285000E-01  1.7763568394002000E-15
199307 -2.4959821428571000E-01 -2.5031250000000000E-01 -1.2517410714285000E+00  7.5111607142857000E-01  7.4825892857143000E-01  7.5290178571428000E-01  8.8817841970012000E-16
199308  7.5044642857143000E-01  7.5044642857143000E-01 -2.4919642857142000E-01 -2.4955357142857000E-01 -2.5098214285714000E-01 -2.4991071428571000E-01  8.3266726846886000E-16
199309 -2.4986607142857000E-01 -2.5058035714285000E-01  7.5049107142857000E-01  7.5049107142857000E-01 -2.4915178571428000E-01 -2.4950892857142000E-01  1.7763568394002000E-15
199310 -5.0058035714285000E-01 -4.9986607142857000E-01 -5.0129464285714000E-01 -5.0093750000000000E-01  5.0013392857142000E-01  4.9941964285714000E-01  8.8817841970012000E-16
199311 -8.4821428571384000E-04  1.0009375000000000E+00 -1.3392857142878000E-04 -9.9977678571428000E-01 -4.9107142857139000E-04 -1.5624999999999000E-03  1.6653345369377000E-15
199312 -2.5263392857142000E-01 -2.4977678571428000E-01  7.5022321428571000E-01  7.4950892857143000E-01  7.5236607142857000E-01 -1.2515625000000000E+00  6.6613381477509000E-16
199401  6.2566964285714000E-01 -3.7433035714285000E-01 -3.7504464285714000E-01 -3.7611607142857000E-01 -3.7504464285714000E-01 -3.7575892857142000E-01  0.0000000000000000E+00
199402 -3.1473214285714000E-02 -2.9687500000000000E-02 -3.1473214285714000E-02 -2.9330357142856000E-02 -3.0401785714285000E-02 -3.0401785714285000E-02 -2.4214285714285000E-01
199403 -2.1665178571428000E-01  6.4227678571428000E-01  6.4441964285714000E-01  6.4227678571428000E-01 -3.5700892857142000E-01 -3.5843750000000000E-01  8.8817841970012000E-16
199404 -7.2589285714285000E-01 -3.0232142857142000E-01 -3.0267857142857000E-01 -2.9803571428571000E-01  6.9803571428571000E-01  6.9839285714285000E-01  1.9984014443252000E-15
199405  3.4622767857142000E-01  9.1890625000000000E-01  1.7176339285714000E-01 -4.3037946428571000E-01 -8.2165178571428000E-02 -8.4665178571428000E-02  7.7715611723761000E-16
199406  7.8214285714286000E-02 -2.0821428571428000E-01  8.0750000000000000E-01  8.2035714285714000E-01 -2.0821428571428000E-01 -2.0964285714285000E-01  1.7763568394002000E-15
199407 -3.7459821428571000E-01 -3.7531250000000000E-01 -3.7674107142857000E-01 -1.3738839285714000E+00  6.2325892857143000E-01  6.2790178571428000E-01  8.8817841970012000E-16
199408 -2.4955357142857000E-01  7.5044642857143000E-01  7.5080357142857000E-01 -2.4955357142857000E-01 -2.5098214285714000E-01 -2.4991071428571000E-01  8.3266726846886000E-16
199409 -2.4986607142857000E-01 -2.5058035714285000E-01 -2.4950892857142000E-01  7.5049107142857000E-01  7.5084821428571000E-01 -2.4950892857142000E-01  1.7763568394002000E-15
199410  4.9941964285714000E-01 -4.9986607142857000E-01 -5.0129464285714000E-01 -5.0093750000000000E-01 -4.9986607142857000E-01  4.9941964285714000E-01  8.8817841970012000E-16
199411 -8.4821428571388000E-04  9.3750000000045000E-04  9.9986607142857000E-01  2.2321428571467000E-04 -1.0004910714285000E+00 -1.5624999999998000E-03  1.8318679906315000E-15
199412 -1.2763392857142000E-01 -1.2477678571428000E-01 -1.2477678571428000E-01  8.7450892857143000E-01  8.7736607142857000E-01  8.7343750000000000E-01  8.8817841970012000E-16
199501  7.5066964285714000E-01  7.5066964285714000E-01 -2.5004464285714000E-01 -2.5111607142857000E-01 -2.5004464285714000E-01 -2.5075892857142000E-01  0.0000000000000000E+00
199502 -3.1473214285714000E-02 -2.9687500000000000E-02 -3.1473214285714000E-02 -2.9330357142856000E-02 -3.0401785714285000E-02 -3.0401785714285000E-02 -2.4214285714285000E-01
199503 -2.1665178571428000E-01 -3.5772321428571000E-01  6.4441964285714000E-01  6.4227678571428000E-01  6.4299107142857000E-01 -3.5843750000000000E-01  8.8817841970012000E-16
199504 -8.5089285714285000E-01 -4.2732142857142000E-01 -4.2767857142857000E-01 -4.2303571428571000E-01 -4.2696428571428000E-01  5.7339285714285000E-01  1.5543122344752000E-15
199505 -6.5377232142857000E-01  9.1890625000000000E-01  1.1717633928571000E+00 -4.3037946428571000E-01 -8.2165178571428000E-02 -8.4665178571428000E-02  8.8817841970012000E-16
199506 -1.0467857142857000E+00 -3.3321428571428000E-01 -3.1750000000000000E-01  6.9535714285714000E-01  6.6678571428571000E-01 -3.3464285714285000E-01  1.7763568394002000E-15
199507  6.2540178571428000E-01 -3.7531250000000000E-01 -3.7674107142857000E-01 -3.7388392857142000E-01 -1.3767410714285000E+00  6.2790178571428000E-01  8.8817841970012000E-16
199508 -2.4955357142857000E-01 -2.4955357142857000E-01  7.5080357142857000E-01  7.5044642857142000E-01 -2.5098214285714000E-01 -2.4991071428571000E-01  8.3266726846886000E-16
199509 -2.4986607142857000E-01 -2.5058035714285000E-01 -2.4950892857142000E-01 -2.4950892857142000E-01  7.5084821428571000E-01  7.5049107142857000E-01  1.7763568394002000E-15
199510  4.9941964285714000E-01  5.0013392857142000E-01 -5.0129464285714000E-01 -5.0093750000000000E-01 -4.9986607142857000E-01 -5.0058035714285000E-01  8.8817841970012000E-16
199511 -8.4821428571391000E-04  9.3750000000037000E-04 -1.3392857142885000E-04  1.0002232142857000E+00 -4.9107142857141000E-04 -1.0015625000000000E+00  1.7763568394002000E-15
199512 -1.3776339285714000E+00 -3.7477678571428000E-01 -3.7477678571428000E-01 -3.7549107142857000E-01  6.2736607142857000E-01  6.2343750000000000E-01  8.8817841970012000E-16
199601 -2.4933035714285000E-01  7.5066964285714000E-01  7.4995535714285000E-01 -2.5111607142857000E-01 -2.5004464285714000E-01 -2.5075892857142000E-01  0.0000000000000000E+00
199602 -3.1473214285714000E-02 -2.9687500000000000E-02 -3.1473214285714000E-02  9.7066964285714000E-01 -3.0401785714285000E-02 -3.0401785714285000E-02  7.5785714285714000E-01
199603 -3.4165178571428000E-01 -4.8272321428571000E-01 -4.8058035714285000E-01 -4.8272321428571000E-01  5.1799107142857000E-01  5.1656250000000000E-01  8.8817841970012000E-16
199604  2.7410714285714000E-01  6.9767857142857000E-01 -3.0267857142857000E-01 -2.9803571428571000E-01 -3.0196428571428000E-01 -3.0160714285714000E-01  1.7763568394002000E-15
199605 -7.7877232142857000E-01 -2.0609375000000000E-01 -9.5323660714285000E-01  4.4462053571428000E-01  7.9283482142857000E-01 -2.0966517857142000E-01  8.8817841970012000E-16
199606 -4.6785714285714000E-02 -3.3321428571428000E-01 -3.1750000000000000E-01 -3.0464285714285000E-01 -3.3321428571428000E-01  6.6535714285714000E-01  1.7763568394002000E-15
199607  8.7540178571428000E-01  8.7468750000000000E-01  8.7325892857143000E-01 -1.2388392857142000E-01 -1.2674107142857000E-01 -1.2209821428571000E-01  7.7715611723761000E-16
199608 -2.4955357142857000E-01 -2.4955357142857000E-01 -2.4919642857142000E-01 -2.4955357142857000E-01  7.4901785714285000E-01  7.5008928571428000E-01  7.7715611723761000E-16
199609  6.2513392857142000E-01 -3.7558035714285000E-01 -3.7450892857142000E-01 -3.7450892857142000E-01 -3.7415178571428000E-01 -3.7450892857142000E-01  1.7763568394002000E-15
199610 -3.7558035714285000E-01  6.2513392857142000E-01  6.2370535714285000E-01  6.2406250000000000E-01 -3.7486607142857000E-01 -3.7558035714285000E-01  8.8817841970012000E-16
199611 -1.0008482142857000E+00  9.3750000000039000E-04 -1.3392857142877000E-04  2.2321428571466000E-04 -4.9107142857133000E-04  9.9843750000000000E-01  1.6653345369377000E-15
199612  6.2236607142857000E-01  6.2522321428571000E-01 -1.3747767857142000E+00 -3.7549107142857000E-01 -3.7263392857142000E-01 -3.7656250000000000E-01  8.8817841970012000E-16
199701 -2.4933035714285000E-01 -2.4933035714285000E-01 -2.5004464285714000E-01  7.4888392857142000E-01  7.4995535714285000E-01 -2.5075892857142000E-01  0.0000000000000000E+00
199702 -3.1473214285714000E-02 -2.9687500000000000E-02 -3.1473214285714000E-02 -2.9330357142856000E-02 -3.0401785714285000E-02 -3.0401785714285000E-02 -2.4214285714285000E-01
199703 -4.6665178571428000E-01 -6.0772321428571000E-01 -6.0558035714285000E-01 -6.0772321428571000E-01 -6.0700892857142000E-01  3.9156250000000000E-01  8.8817841970012000E-16
199704  3.9910714285714000E-01  8.2267857142857000E-01  8.2232142857143000E-01 -1.7303571428571000E-01 -1.7696428571428000E-01 -1.7660714285714000E-01  1.7763568394002000E-15
199705 -6.5377232142857000E-01 -8.1093749999999000E-02  1.7176339285714000E-01 -4.3037946428571000E-01  9.1783482142857000E-01  9.1533482142857000E-01  6.6613381477509000E-16
199706  9.5321428571428000E-01 -3.3321428571428000E-01 -3.1750000000000000E-01 -3.0464285714285000E-01 -3.3321428571428000E-01 -3.3464285714285000E-01  1.9984014443252000E-15
199707 -1.2495982142857000E+00  7.4968750000000000E-01  7.4825892857142000E-01  7.5111607142857000E-01 -2.5174107142857000E-01 -2.4709821428571000E-01  7.7715611723761000E-16
199708 -3.7455357142857000E-01 -3.7455357142857000E-01 -3.7419642857142000E-01 -3.7455357142857000E-01 -3.7598214285714000E-01  6.2508928571428000E-01  7.7715611723761000E-16
199709  7.5013392857143000E-01  7.4941964285714000E-01 -2.4950892857142000E-01 -2.4950892857142000E-01 -2.4915178571428000E-01 -2.4950892857142000E-01  1.7763568394002000E-15
199710 -3.7558035714285000E-01 -3.7486607142857000E-01  6.2370535714285000E-01  6.2406250000000000E-01  6.2513392857142000E-01 -3.7558035714285000E-01  8.8817841970012000E-16
199711 -1.2584821428571000E-01 -1.1240625000000000E+00 -1.2513392857142000E-01 -1.2477678571428000E-01 -1.2549107142857000E-01 -1.2656250000000000E-01  2.1094237467878000E-15
199712  7.4736607142857000E-01  7.5022321428571000E-01  7.5022321428571000E-01 -1.2504910714285000E+00 -2.4763392857142000E-01 -2.5156250000000000E-01  8.8817841970012000E-16
199801 -2.4933035714285000E-01 -2.4933035714285000E-01 -2.5004464285714000E-01 -2.5111607142857000E-01  7.4995535714285000E-01  7.4924107142857000E-01  0.0000000000000000E+00
199802 -3.1473214285714000E-02 -2.9687500000000000E-02 -3.1473214285714000E-02 -2.9330357142856000E-02 -3.0401785714285000E-02 -3.0401785714285000E-02 -2.4214285714285000E-01
199803  6.5834821428571000E-01  5.1727678571428000E-01 -4.8058035714285000E-01 -4.8272321428571000E-01 -4.8200892857142000E-01 -4.8343750000000000E-01  8.8817841970012000E-16
199804 -7.2589285714285000E-01 -3.0232142857142000E-01  6.9732142857143000E-01  7.0196428571428000E-01 -3.0196428571428000E-01 -3.0160714285714000E-01  1.7763568394002000E-15
199805  2.2122767857142000E-01 -2.0609375000000000E-01  4.6763392857143000E-02 -5.5537946428571000E-01 -1.2071651785714000E+00  7.9033482142857000E-01  8.8817841970012000E-16
199806 -4.6785714285714000E-02  6.6678571428571000E-01 -3.1750000000000000E-01 -3.0464285714285000E-01 -3.3321428571428000E-01 -3.3464285714285000E-01  1.9984014443252000E-15
199807 -2.4959821428571000E-01 -1.2503125000000000E+00  7.4825892857142000E-01  7.5111607142857000E-01  7.4825892857143000E-01 -2.4709821428571000E-01  1.2212453270876000E-15
199808  6.2544642857142000E-01 -3.7455357142857000E-01 -3.7419642857142000E-01 -3.7455357142857000E-01 -3.7598214285714000E-01 -3.7491071428571000E-01  8.3266726846886000E-16
199809 -2.4986607142857000E-01  7.4941964285714000E-01  7.5049107142857000E-01 -2.4950892857142000E-01 -2.4915178571428000E-01 -2.4950892857142000E-01  1.7763568394002000E-15
199810 -3.7558035714285000E-01 -3.7486607142857000E-01 -3.7629464285714000E-01  6.2406250000000000E-01  6.2513392857142000E-01  6.2441964285714000E-01  8.8817841970012000E-16
199811  9.9915178571428000E-01  9.3750000000037000E-04 -1.0001339285714000E+00  2.2321428571464000E-04 -4.9107142857141000E-04 -1.5624999999999000E-03  1.8873791418627000E-15
199812 -2.5263392857142000E-01  7.5022321428571000E-01  7.5022321428571000E-01  7.4950892857143000E-01 -1.2476339285714000E+00 -2.5156250000000000E-01  9.9920072216264000E-16
199901 -3.7433035714285000E-01 -3.7433035714285000E-01 -3.7504464285714000E-01 -3.7611607142857000E-01 -3.7504464285714000E-01  6.2424107142857000E-01  0.0000000000000000E+00
199902 -3.1473214285714000E-02 -2.9687500000000000E-02 -3.1473214285714000E-02 -2.9330357142856000E-02 -3.0401785714285000E-02 -3.0401785714285000E-02 -2.4214285714285000E-01
199903  7.8334821428571000E-01  6.4227678571428000E-01  6.4441964285714000E-01 -3.5772321428571000E-01 -3.5700892857142000E-01 -3.5843750000000000E-01  8.8817841970012000E-16
199904 -7.2589285714285000E-01 -3.0232142857142000E-01 -3.0267857142857000E-01  7.0196428571428000E-01  6.9803571428571000E-01 -3.0160714285714000E-01  1.8873791418627000E-15
199905  9.6227678571429000E-02 -3.3109375000000000E-01 -7.8236607142857000E-02 -6.8037946428571000E-01 -3.3216517857142000E-01 -1.3346651785714000E+00  6.6613381477509000E-16
199906  7.8214285714286000E-02  7.9178571428571000E-01  8.0750000000000000E-01 -1.7964285714285000E-01 -2.0821428571428000E-01 -2.0964285714285000E-01  1.7763568394002000E-15
199907 -2.4959821428571000E-01 -2.5031250000000000E-01 -1.2517410714285000E+00  7.5111607142857000E-01  7.4825892857143000E-01  7.5290178571428000E-01  8.8817841970012000E-16
199908  7.5044642857143000E-01  7.5044642857143000E-01 -2.4919642857142000E-01 -2.4955357142857000E-01 -2.5098214285714000E-01 -2.4991071428571000E-01  8.3266726846886000E-16
199909 -2.4986607142857000E-01 -2.5058035714285000E-01  7.5049107142857000E-01  7.5049107142857000E-01 -2.4915178571428000E-01 -2.4950892857142000E-01  1.7763568394002000E-15
199910 -5.0058035714285000E-01 -4.9986607142857000E-01 -5.0129464285714000E-01 -5.0093750000000000E-01  5.0013392857142000E-01  4.9941964285714000E-01  8.8817841970012000E-16
199911 -8.4821428571384000E-04  1.0009375000000000E+00 -1.3392857142878000E-04 -9.9977678571428000E-01 -4.9107142857139000E-04 -1.5624999999999000E-03  1.6653345369377000E-15
199912 -2.5263392857142000E-01 -2.4977678571428000E-01  7.5022321428571000E-01  7.4950892857143000E-01  7.5236607142857000E-01 -1.2515625000000000E+00  6.6613381477509000E-16
200001  6.2566964285714000E-01 -3.7433035714285000E-01 -3.7504464285714000E-01 -3.7611607142857000E-01 -3.7504464285714000E-01 -3.7575892857142000E-01  0.0000000000000000E+00
200002 -3.1473214285714000E-02  9.7031250000000000E-01 -3.1473214285714000E-02 -2.9330357142856000E-02 -3.0401785714285000E-02 -3.0401785714285000E-02  7.5785714285714000E-01
200003 -2.1665178571428000E-01 -3.5772321428571000E-01  6.4441964285714000E-01  6.4227678571428000E-01  6.4299107142857000E-01 -3.5843750000000000E-01  8.8817841970012000E-16
200004 -8.5089285714285000E-01 -4.2732142857142000E-01 -4.2767857142857000E-01 -4.2303571428571000E-01 -4.2696428571428000E-01  5.7339285714285000E-01  1.5543122344752000E-15
200005 -5.2877232142857000E-01  1.0439062500000000E+00  1.2967633928571000E+00  6.9462053571428000E-01  4.2834821428571000E-02  4.0334821428571000E-02  1.1102230246251000E-15
200006 -1.1717857142857000E+00 -4.5821428571428000E-01 -4.4250000000000000E-01 -4.2964285714285000E-01  5.4178571428571000E-01 -4.5964285714285000E-01  1.8318679906315000E-15
200007  6.2540178571428000E-01 -3.7531250000000000E-01 -3.7674107142857000E-01 -3.7388392857142000E-01 -1.3767410714285000E+00  6.2790178571428000E-01  8.8817841970012000E-16
200008 -2.4955357142857000E-01 -2.4955357142857000E-01  7.5080357142857000E-01  7.5044642857142000E-01 -2.5098214285714000E-01 -2.4991071428571000E-01  8.3266726846886000E-16
200009 -2.4986607142857000E-01 -2.5058035714285000E-01 -2.4950892857142000E-01 -2.4950892857142000E-01  7.5084821428571000E-01  7.5049107142857000E-01  1.7763568394002000E-15
200010  4.9941964285714000E-01  5.0013392857142000E-01 -5.0129464285714000E-01 -5.0093750000000000E-01 -4.9986607142857000E-01 -5.0058035714285000E-01  8.8817841970012000E-16
200011 -8.4821428571391000E-04  9.3750000000037000E-04 -1.3392857142885000E-04  1.0002232142857000E+00 -4.9107142857141000E-04 -1.0015625000000000E+00  1.7763568394002000E-15
200012 -1.3776339285714000E+00 -3.7477678571428000E-01 -3.7477678571428000E-01 -3.7549107142857000E-01  6.2736607142857000E-01  6.2343750000000000E-01  8.8817841970012000E-16
200101 -2.4933035714285000E-01  7.5066964285714000E-01  7.4995535714285000E-01 -2.5111607142857000E-01 -2.5004464285714000E-01 -2.5075892857142000E-01  0.0000000000000000E+00
200102 -3.1473214285714000E-02 -2.9687500000000000E-02 -3.1473214285714000E-02 -2.9330357142856000E-02 -3.0401785714285000E-02 -3.0401785714285000E-02 -2.4214285714285000E-01
200103 -2.1665178571428000E-01 -3.5772321428571000E-01 -3.5558035714285000E-01  6.4227678571428000E-01  6.4299107142857000E-01  6.4156250000000000E-01  8.8817841970012000E-16
200104  1.4910714285714000E-01 -4.2732142857142000E-01 -4.2767857142857000E-01 -4.2303571428571000E-01 -4.2696428571428000E-01 -4.2660714285714000E-01  1.5543122344752000E-15
200105  3.4622767857142000E-01 -1.0810937500000000E+00  1.1717633928571000E+00  5.6962053571428000E-01 -8.2165178571428000E-02 -8.4665178571428000E-02  1.1102230246251000E-15
200106 -1.0467857142857000E+00 -3.3321428571428000E-01 -3.1750000000000000E-01 -3.0464285714285000E-01  6.6678571428571000E-01  6.6535714285714000E-01  1.7763568394002000E-15
200107  6.2540178571428000E-01  6.2468750000000000E-01 -3.7674107142857000E-01 -3.7388392857142000E-01 -3.7674107142857000E-01 -1.3720982142857000E+00  8.8817841970012000E-16
200108 -2.4955357142857000E-01 -2.4955357142857000E-01 -2.4919642857142000E-01  7.5044642857142000E-01  7.4901785714285000E-01 -2.4991071428571000E-01  7.7715611723761000E-16
200109 -3.7486607142857000E-01 -3.7558035714285000E-01 -3.7450892857142000E-01 -3.7450892857142000E-01 -3.7415178571428000E-01  6.2549107142857000E-01  1.7763568394002000E-15
200110  6.2441964285714000E-01  6.2513392857142000E-01  6.2370535714285000E-01 -3.7593750000000000E-01 -3.7486607142857000E-01 -3.7558035714285000E-01  8.8817841970012000E-16
200111  1.2415178571428000E-01  1.2593750000000000E-01  1.2486607142857000E-01  1.2522321428571000E-01  1.1245089285714000E+00  1.2343750000000000E-01  1.9428902930940000E-15
200112  6.2236607142857000E-01 -1.3747767857142000E+00 -3.7477678571428000E-01 -3.7549107142857000E-01 -3.7263392857142000E-01  6.2343750000000000E-01  9.9920072216264000E-16
200201 -2.4933035714285000E-01 -2.4933035714285000E-01  7.4995535714285000E-01  7.4888392857142000E-01 -2.5004464285714000E-01 -2.5075892857142000E-01 -1.1102230246251000E-16
200202 -3.1473214285714000E-02 -2.9687500000000000E-02 -3.1473214285714000E-02 -2.9330357142856000E-02 -3.0401785714285000E-02 -3.0401785714285000E-02 -2.4214285714285000E-01
200203 -3.4165178571428000E-01 -4.8272321428571000E-01 -4.8058035714285000E-01 -4.8272321428571000E-01  5.1799107142857000E-01  5.1656250000000000E-01  8.8817841970012000E-16
200204  2.7410714285714000E-01  6.9767857142857000E-01 -3.0267857142857000E-01 -2.9803571428571000E-01 -3.0196428571428000E-01 -3.0160714285714000E-01  1.7763568394002000E-15
200205 -7.7877232142857000E-01 -2.0609375000000000E-01 -9.5323660714285000E-01  4.4462053571428000E-01  7.9283482142857000E-01 -2.0966517857142000E-01  8.8817841970012000E-16
200206 -4.6785714285714000E-02 -3.3321428571428000E-01 -3.1750000000000000E-01 -3.0464285714285000E-01 -3.3321428571428000E-01  6.6535714285714000E-01  1.7763568394002000E-15
200207  8.7540178571428000E-01  8.7468750000000000E-01  8.7325892857143000E-01 -1.2388392857142000E-01 -1.2674107142857000E-01 -1.2209821428571000E-01  7.7715611723761000E-16
