date   REG1_contr  REG2_contr  REG3_contr  REG4_contr  REG5_contr  lpyear
199212 -2.2468253968254000E-01  7.7817460317460000E-01  7.7817460317460000E-01  7.7746031746031000E-01 -1.2196825396825000E+00  8.8817841970012000E-16
199301 -4.4369047619047000E-01 -4.4369047619047000E-01 -4.4440476190476000E-01 -4.4547619047619000E-01 -4.4440476190476000E-01 -5.5511151231257000E-17
199302 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02 -2.4214285714285000E-01
199303  8.2317460317460000E-01  6.8210317460317000E-01  6.8424603174603000E-01 -3.1789682539682000E-01 -3.1718253968254000E-01  8.8817841970012000E-16
199304 -6.9238095238095000E-01 -2.6880952380952000E-01 -2.6916666666666000E-01  7.3547619047619000E-01  7.3154761904762000E-01  1.8873791418627000E-15
199305  2.4452380952381000E-01 -1.8279761904761000E-01  7.0059523809523000E-02 -5.3208333333333000E-01 -1.8386904761904000E-01  8.8817841970012000E-16
199306  1.0150793650793000E-01  8.1507936507936000E-01  8.3079365079365000E-01 -1.5634920634920000E-01 -1.8492063492063000E-01  1.7208456881689000E-15
199307 -3.3325396825396000E-01 -3.3396825396825000E-01 -1.3353968253968000E+00  6.6746031746031000E-01  6.6460317460317000E-01  7.7715611723761000E-16
199308  7.7821428571428000E-01  7.7821428571428000E-01 -2.2142857142857000E-01 -2.2178571428571000E-01 -2.2321428571428000E-01  8.8817841970012000E-16
199309 -2.2214285714285000E-01 -2.2285714285714000E-01  7.7821428571428000E-01  7.7821428571428000E-01 -2.2142857142857000E-01  1.7763568394002000E-15
199310 -5.5607142857142000E-01 -5.5535714285714000E-01 -5.5678571428571000E-01 -5.5642857142857000E-01  4.4464285714285000E-01  8.8817841970012000E-16
199311 -6.7460317460274000E-04  1.0011111111111000E+00  3.9682539682308000E-05 -9.9960317460317000E-01 -3.1746031746030000E-04  1.8318679906315000E-15
199312 -1.1357142857142000E-01 -1.1071428571428000E-01  8.8928571428571000E-01  8.8857142857143000E-01  8.9142857142857000E-01  7.7715611723761000E-16
199401  6.6742063492063000E-01 -3.3257936507936000E-01 -3.3329365079365000E-01 -3.3436507936508000E-01 -3.3329365079365000E-01 -5.5511151231257000E-17
199402 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02 -2.4214285714285000E-01
199403 -1.7682539682539000E-01  6.8210317460317000E-01  6.8424603174603000E-01  6.8210317460317000E-01 -3.1718253968254000E-01  8.8817841970012000E-16
199404 -8.0349206349206000E-01 -3.7992063492063000E-01 -3.8027777777777000E-01 -3.7563492063492000E-01  6.2043650793650000E-01  1.7763568394002000E-15
199405  3.5563492063492000E-01  9.2831349206349000E-01  1.8117063492063000E-01 -4.2097222222222000E-01 -7.2757936507936000E-02  7.7715611723761000E-16
199406  1.0150793650793000E-01 -1.8492063492063000E-01  8.3079365079365000E-01  8.4365079365079000E-01 -1.8492063492063000E-01  1.8873791418627000E-15
199407 -4.4436507936508000E-01 -4.4507936507936000E-01 -4.4650793650793000E-01 -1.4436507936507000E+00  5.5349206349206000E-01  8.8817841970012000E-16
199408 -2.2178571428571000E-01  7.7821428571428000E-01  7.7857142857143000E-01 -2.2178571428571000E-01 -2.2321428571428000E-01  8.8817841970012000E-16
199409 -2.2214285714285000E-01 -2.2285714285714000E-01 -2.2178571428571000E-01  7.7821428571428000E-01  7.7857142857142000E-01  1.7763568394002000E-15
199410  4.4392857142857000E-01 -5.5535714285714000E-01 -5.5678571428571000E-01 -5.5642857142857000E-01 -5.5535714285714000E-01  8.8817841970012000E-16
199411 -6.7460317460279000E-04  1.1111111111115000E-03  1.0000396825396000E+00  3.9682539682576000E-04 -1.0003174603174000E+00  1.7763568394002000E-15
199412 -2.2468253968254000E-01 -2.2182539682539000E-01 -2.2182539682539000E-01  7.7746031746031000E-01  7.8031746031746000E-01  7.7715611723761000E-16
199501  7.7853174603174000E-01  7.7853174603174000E-01 -2.2218253968254000E-01 -2.2325396825396000E-01 -2.2218253968254000E-01 -5.5511151231257000E-17
199502 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02 -2.4214285714285000E-01
199503 -1.7682539682539000E-01 -3.1789682539682000E-01  6.8424603174603000E-01  6.8210317460317000E-01  6.8281746031746000E-01  8.8817841970012000E-16
199504 -9.1460317460317000E-01 -4.9103174603174000E-01 -4.9138888888888000E-01 -4.8674603174603000E-01 -4.9067460317460000E-01  1.6098233857064000E-15
199505 -6.4436507936508000E-01  9.2831349206349000E-01  1.1811706349206000E+00 -4.2097222222222000E-01 -7.2757936507936000E-02  8.8817841970012000E-16
199506 -1.0096031746031000E+00 -2.9603174603174000E-01 -2.8031746031746000E-01  7.3253968253968000E-01  7.0396825396825000E-01  1.9984014443252000E-15
199507  5.5563492063492000E-01 -4.4507936507936000E-01 -4.4650793650793000E-01 -4.4365079365079000E-01 -1.4465079365079000E+00  8.8817841970012000E-16
199508 -2.2178571428571000E-01 -2.2178571428571000E-01  7.7857142857143000E-01  7.7821428571428000E-01 -2.2321428571428000E-01  9.4368957093138000E-16
199509 -3.3325396825396000E-01 -3.3396825396825000E-01 -3.3289682539682000E-01 -3.3289682539682000E-01  6.6746031746031000E-01  1.7763568394002000E-15
199510  5.5503968253968000E-01  5.5575396825396000E-01 -4.4567460317460000E-01 -4.4531746031746000E-01 -4.4424603174603000E-01  8.8817841970012000E-16
199511  1.1043650793650000E-01  1.1222222222222000E-01  1.1115079365079000E-01  1.1115079365079000E+00  1.1079365079365000E-01  1.7208456881689000E-15
199512 -1.4469047619047000E+00 -4.4404761904761000E-01 -4.4404761904761000E-01 -4.4476190476190000E-01  5.5809523809523000E-01  8.8817841970012000E-16
199601 -2.2146825396825000E-01  7.7853174603174000E-01  7.7781746031746000E-01 -2.2325396825396000E-01 -2.2218253968254000E-01 -5.5511151231257000E-17
199602 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02  9.7404761904762000E-01 -2.7023809523809000E-02  7.5785714285714000E-01
199603 -3.9904761904761000E-01 -5.4011904761904000E-01 -5.3797619047619000E-01 -5.4011904761904000E-01  4.6059523809523000E-01  8.8817841970012000E-16
199604  3.0761904761904000E-01  7.3119047619047000E-01 -2.6916666666666000E-01 -2.6452380952380000E-01 -2.6845238095238000E-01  1.8318679906315000E-15
199605 -7.5547619047619000E-01 -1.8279761904761000E-01 -9.2994047619047000E-01  4.6791666666666000E-01  8.1613095238095000E-01  8.8817841970012000E-16
199606 -1.2071428571428000E-01 -4.0714285714285000E-01 -3.9142857142857000E-01 -3.7857142857142000E-01 -4.0714285714285000E-01  1.4988010832439000E-15
199607  8.8896825396825000E-01  8.8825396825396000E-01  8.8682539682539000E-01 -1.1031746031746000E-01 -1.1317460317460000E-01  7.7715611723761000E-16
199608 -3.3289682539682000E-01 -3.3289682539682000E-01 -3.3253968253968000E-01 -3.3289682539682000E-01  6.6567460317460000E-01  8.8817841970012000E-16
199609  6.6674603174603000E-01 -3.3396825396825000E-01 -3.3289682539682000E-01 -3.3289682539682000E-01 -3.3253968253968000E-01  1.7763568394002000E-15
199610 -3.3384920634920000E-01  6.6686507936508000E-01  6.6543650793650000E-01  6.6579365079365000E-01 -3.3313492063492000E-01  8.8817841970012000E-16
199611 -1.1117857142857000E+00 -1.0999999999999000E-01 -1.1107142857142000E-01 -1.1071428571428000E-01 -1.1142857142857000E-01  1.8873791418627000E-15
199612  6.6420634920635000E-01  6.6706349206349000E-01 -1.3329365079365000E+00 -3.3365079365079000E-01 -3.3079365079365000E-01  8.3266726846886000E-16
199701 -2.2146825396825000E-01 -2.2146825396825000E-01 -2.2218253968254000E-01  7.7674603174603000E-01  7.7781746031746000E-01 -1.1102230246251000E-16
199702 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02 -2.4214285714285000E-01
199703 -5.1015873015873000E-01 -6.5123015873015000E-01 -6.4908730158730000E-01 -6.5123015873015000E-01 -6.5051587301587000E-01  8.8817841970012000E-16
199704  4.1873015873015000E-01  8.4230158730158000E-01  8.4194444444444000E-01 -1.5341269841269000E-01 -1.5734126984126000E-01  1.4988010832439000E-15
199705 -7.5547619047619000E-01 -1.8279761904761000E-01  7.0059523809523000E-02 -5.3208333333333000E-01  8.1613095238095000E-01  8.8817841970012000E-16
199706  9.9039682539682000E-01 -2.9603174603174000E-01 -2.8031746031746000E-01 -2.6746031746031000E-01 -2.9603174603174000E-01  1.9428902930940000E-15
199707 -1.2221428571428000E+00  7.7714285714285000E-01  7.7571428571428000E-01  7.7857142857142000E-01 -2.2428571428571000E-01  8.8817841970012000E-16
199708 -4.4400793650793000E-01 -4.4400793650793000E-01 -4.4365079365079000E-01 -4.4400793650793000E-01 -4.4543650793650000E-01  9.4368957093138000E-16
199709  7.7785714285714000E-01  7.7714285714285000E-01 -2.2178571428571000E-01 -2.2178571428571000E-01 -2.2142857142857000E-01  1.7763568394002000E-15
199710 -3.3384920634920000E-01 -3.3313492063492000E-01  6.6543650793650000E-01  6.6579365079365000E-01  6.6686507936508000E-01  8.8817841970012000E-16
199711 -1.1178571428571000E-01 -1.1100000000000000E+00 -1.1107142857142000E-01 -1.1071428571428000E-01 -1.1142857142857000E-01  2.1094237467878000E-15
199712  7.7531746031746000E-01  7.7817460317460000E-01  7.7817460317460000E-01 -1.2225396825396000E+00 -2.1968253968253000E-01  7.7715611723761000E-16
199801 -3.3257936507936000E-01 -3.3257936507936000E-01 -3.3329365079365000E-01 -3.3436507936508000E-01  6.6670634920635000E-01 -1.1102230246251000E-16
199802 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02 -2.4214285714285000E-01
199803  7.1206349206349000E-01  5.7099206349206000E-01 -4.2686507936507000E-01 -4.2900793650793000E-01 -4.2829365079365000E-01  8.8817841970012000E-16
199804 -6.9238095238095000E-01 -2.6880952380952000E-01  7.3083333333333000E-01  7.3547619047619000E-01 -2.6845238095238000E-01  1.7763568394002000E-15
199805  1.3341269841269000E-01 -2.9390873015873000E-01 -4.1051587301587000E-02 -6.4319444444444000E-01 -1.2949801587301000E+00  8.8817841970012000E-16
199806 -9.6031746031742000E-03  7.0396825396825000E-01 -2.8031746031746000E-01 -2.6746031746031000E-01 -2.9603174603174000E-01  1.7208456881689000E-15
199807 -2.2214285714285000E-01 -1.2228571428571000E+00  7.7571428571428000E-01  7.7857142857142000E-01  7.7571428571428000E-01  1.2212453270876000E-15
199808  6.6710317460317000E-01 -3.3289682539682000E-01 -3.3253968253968000E-01 -3.3289682539682000E-01 -3.3432539682539000E-01  9.9920072216264000E-16
199809 -2.2214285714285000E-01  7.7714285714285000E-01  7.7821428571428000E-01 -2.2178571428571000E-01 -2.2142857142857000E-01  1.7763568394002000E-15
199810 -4.4496031746031000E-01 -4.4424603174603000E-01 -4.4567460317460000E-01  5.5468253968254000E-01  5.5575396825396000E-01  8.8817841970012000E-16
199811  9.9932539682539000E-01  1.1111111111114000E-03 -9.9996031746031000E-01  3.9682539682575000E-04 -3.1746031746030000E-04  1.8318679906315000E-15
199812 -2.2468253968254000E-01  7.7817460317460000E-01  7.7817460317460000E-01  7.7746031746031000E-01 -1.2196825396825000E+00  8.8817841970012000E-16
199901 -4.4369047619047000E-01 -4.4369047619047000E-01 -4.4440476190476000E-01 -4.4547619047619000E-01 -4.4440476190476000E-01 -5.5511151231257000E-17
199902 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02 -2.4214285714285000E-01
199903  8.2317460317460000E-01  6.8210317460317000E-01  6.8424603174603000E-01 -3.1789682539682000E-01 -3.1718253968254000E-01  8.8817841970012000E-16
199904 -6.9238095238095000E-01 -2.6880952380952000E-01 -2.6916666666666000E-01  7.3547619047619000E-01  7.3154761904762000E-01  1.8873791418627000E-15
199905  2.4452380952381000E-01 -1.8279761904761000E-01  7.0059523809523000E-02 -5.3208333333333000E-01 -1.8386904761904000E-01  8.8817841970012000E-16
199906  1.0150793650793000E-01  8.1507936507936000E-01  8.3079365079365000E-01 -1.5634920634920000E-01 -1.8492063492063000E-01  1.7208456881689000E-15
199907 -3.3325396825396000E-01 -3.3396825396825000E-01 -1.3353968253968000E+00  6.6746031746031000E-01  6.6460317460317000E-01  7.7715611723761000E-16
199908  7.7821428571428000E-01  7.7821428571428000E-01 -2.2142857142857000E-01 -2.2178571428571000E-01 -2.2321428571428000E-01  8.8817841970012000E-16
199909 -2.2214285714285000E-01 -2.2285714285714000E-01  7.7821428571428000E-01  7.7821428571428000E-01 -2.2142857142857000E-01  1.7763568394002000E-15
199910 -5.5607142857142000E-01 -5.5535714285714000E-01 -5.5678571428571000E-01 -5.5642857142857000E-01  4.4464285714285000E-01  8.8817841970012000E-16
199911 -6.7460317460274000E-04  1.0011111111111000E+00  3.9682539682308000E-05 -9.9960317460317000E-01 -3.1746031746030000E-04  1.8318679906315000E-15
199912 -1.1357142857142000E-01 -1.1071428571428000E-01  8.8928571428571000E-01  8.8857142857143000E-01  8.9142857142857000E-01  7.7715611723761000E-16
200001  6.6742063492063000E-01 -3.3257936507936000E-01 -3.3329365079365000E-01 -3.3436507936508000E-01 -3.3329365079365000E-01 -5.5511151231257000E-17
200002 -2.8095238095238000E-02  9.7369047619047000E-01 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02  7.5785714285714000E-01
200003 -1.7682539682539000E-01 -3.1789682539682000E-01  6.8424603174603000E-01  6.8210317460317000E-01  6.8281746031746000E-01  8.8817841970012000E-16
200004 -9.1460317460317000E-01 -4.9103174603174000E-01 -4.9138888888888000E-01 -4.8674603174603000E-01 -4.9067460317460000E-01  1.6098233857064000E-15
200005 -5.3325396825396000E-01  1.0394246031746000E+00  1.2922817460317000E+00  6.9013888888888000E-01  3.8353174603174000E-02  8.8817841970012000E-16
200006 -1.1207142857142000E+00 -4.0714285714285000E-01 -3.9142857142857000E-01 -3.7857142857142000E-01  5.9285714285714000E-01  1.7763568394002000E-15
200007  5.5563492063492000E-01 -4.4507936507936000E-01 -4.4650793650793000E-01 -4.4365079365079000E-01 -1.4465079365079000E+00  8.8817841970012000E-16
200008 -2.2178571428571000E-01 -2.2178571428571000E-01  7.7857142857143000E-01  7.7821428571428000E-01 -2.2321428571428000E-01  9.4368957093138000E-16
200009 -3.3325396825396000E-01 -3.3396825396825000E-01 -3.3289682539682000E-01 -3.3289682539682000E-01  6.6746031746031000E-01  1.7763568394002000E-15
200010  5.5503968253968000E-01  5.5575396825396000E-01 -4.4567460317460000E-01 -4.4531746031746000E-01 -4.4424603174603000E-01  8.8817841970012000E-16
200011  1.1043650793650000E-01  1.1222222222222000E-01  1.1115079365079000E-01  1.1115079365079000E+00  1.1079365079365000E-01  1.7208456881689000E-15
200012 -1.4469047619047000E+00 -4.4404761904761000E-01 -4.4404761904761000E-01 -4.4476190476190000E-01  5.5809523809523000E-01  8.8817841970012000E-16
200101 -2.2146825396825000E-01  7.7853174603174000E-01  7.7781746031746000E-01 -2.2325396825396000E-01 -2.2218253968254000E-01 -5.5511151231257000E-17
200102 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02 -2.4214285714285000E-01
200103 -2.8793650793650000E-01 -4.2900793650793000E-01 -4.2686507936507000E-01  5.7099206349206000E-01  5.7170634920635000E-01  8.8817841970012000E-16
200104  1.9650793650793000E-01 -3.7992063492063000E-01 -3.8027777777777000E-01 -3.7563492063492000E-01 -3.7956349206349000E-01  1.8318679906315000E-15
200105  3.5563492063492000E-01 -1.0716865079365000E+00  1.1811706349206000E+00  5.7902777777777000E-01 -7.2757936507936000E-02  8.8817841970012000E-16
200106 -1.1207142857142000E+00 -4.0714285714285000E-01 -3.9142857142857000E-01 -3.7857142857142000E-01  5.9285714285714000E-01  1.5543122344752000E-15
200107  7.7785714285714000E-01  7.7714285714285000E-01 -2.2428571428571000E-01 -2.2142857142857000E-01 -2.2428571428571000E-01  7.7715611723761000E-16
200108 -2.2178571428571000E-01 -2.2178571428571000E-01 -2.2142857142857000E-01  7.7821428571428000E-01  7.7678571428571000E-01  8.8817841970012000E-16
200109 -4.4436507936508000E-01 -4.4507936507936000E-01 -4.4400793650793000E-01 -4.4400793650793000E-01 -4.4365079365079000E-01  1.7763568394002000E-15
200110  6.6615079365079000E-01  6.6686507936508000E-01  6.6543650793650000E-01 -3.3420634920634000E-01 -3.3313492063492000E-01  8.8817841970012000E-16
200111  1.1043650793650000E-01  1.1222222222222000E-01  1.1115079365079000E-01  1.1150793650793000E-01  1.1107936507936000E+00  2.1094237467878000E-15
200112  5.5309523809523000E-01 -1.4440476190476000E+00 -4.4404761904761000E-01 -4.4476190476190000E-01 -4.4190476190476000E-01  8.3266726846886000E-16
200201 -2.2146825396825000E-01 -2.2146825396825000E-01  7.7781746031746000E-01  7.7674603174603000E-01 -2.2218253968254000E-01 -1.1102230246251000E-16
200202 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02 -2.4214285714285000E-01
200203 -3.9904761904761000E-01 -5.4011904761904000E-01 -5.3797619047619000E-01 -5.4011904761904000E-01  4.6059523809523000E-01  8.8817841970012000E-16
200204  3.0761904761904000E-01  7.3119047619047000E-01 -2.6916666666666000E-01 -2.6452380952380000E-01 -2.6845238095238000E-01  1.8318679906315000E-15
200205 -7.5547619047619000E-01 -1.8279761904761000E-01 -9.2994047619047000E-01  4.6791666666666000E-01  8.1613095238095000E-01  8.8817841970012000E-16
200206 -1.2071428571428000E-01 -4.0714285714285000E-01 -3.9142857142857000E-01 -3.7857142857142000E-01 -4.0714285714285000E-01  1.4988010832439000E-15
200207  8.8896825396825000E-01  8.8825396825396000E-01  8.8682539682539000E-01 -1.1031746031746000E-01 -1.1317460317460000E-01  7.7715611723761000E-16
200208 -3.3289682539682000E-01 -3.3289682539682000E-01 -3.3253968253968000E-01 -3.3289682539682000E-01  6.6567460317460000E-01  8.8817841970012000E-16
200209  6.6674603174603000E-01 -3.3396825396825000E-01 -3.3289682539682000E-01 -3.3289682539682000E-01 -3.3253968253968000E-01  1.7763568394002000E-15
200210 -3.3384920634920000E-01  6.6686507936508000E-01  6.6543650793650000E-01  6.6579365079365000E-01 -3.3313492063492000E-01  8.8817841970012000E-16
200211 -1.1117857142857000E+00 -1.0999999999999000E-01 -1.1107142857142000E-01 -1.1071428571428000E-01 -1.1142857142857000E-01  1.8873791418627000E-15
200212  6.6420634920635000E-01  6.6706349206349000E-01 -1.3329365079365000E+00 -3.3365079365079000E-01 -3.3079365079365000E-01  8.3266726846886000E-16
200301 -2.2146825396825000E-01 -2.2146825396825000E-01 -2.2218253968254000E-01  7.7674603174603000E-01  7.7781746031746000E-01 -1.1102230246251000E-16
200302 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02 -2.4214285714285000E-01
200303  6.0095238095238000E-01 -5.4011904761904000E-01 -5.3797619047619000E-01 -5.4011904761904000E-01 -5.3940476190476000E-01  8.8817841970012000E-16
200304 -6.9238095238095000E-01  7.3119047619047000E-01  7.3083333333333000E-01 -2.6452380952380000E-01 -2.6845238095238000E-01  1.8318679906315000E-15
200305  2.4452380952381000E-01 -1.8279761904761000E-01  7.0059523809523000E-02 -1.5320833333333000E+00  8.1613095238095000E-01  8.8817841970012000E-16
200306 -1.2071428571428000E-01 -4.0714285714285000E-01 -3.9142857142857000E-01 -3.7857142857142000E-01 -4.0714285714285000E-01  1.4988010832439000E-15
200307 -1.2221428571428000E+00  7.7714285714285000E-01  7.7571428571428000E-01  7.7857142857142000E-01 -2.2428571428571000E-01  8.8817841970012000E-16
200308 -4.4400793650793000E-01 -4.4400793650793000E-01 -4.4365079365079000E-01 -4.4400793650793000E-01 -4.4543650793650000E-01  9.4368957093138000E-16
200309  7.7785714285714000E-01  7.7714285714285000E-01 -2.2178571428571000E-01 -2.2178571428571000E-01 -2.2142857142857000E-01  1.7763568394002000E-15
200310 -3.3384920634920000E-01 -3.3313492063492000E-01  6.6543650793650000E-01  6.6579365079365000E-01  6.6686507936508000E-01  8.8817841970012000E-16
200311 -1.1178571428571000E-01 -1.1100000000000000E+00 -1.1107142857142000E-01 -1.1071428571428000E-01 -1.1142857142857000E-01  2.1094237467878000E-15
200312  7.7531746031746000E-01  7.7817460317460000E-01  7.7817460317460000E-01 -1.2225396825396000E+00 -2.1968253968253000E-01  7.7715611723761000E-16
200401 -3.3257936507936000E-01 -3.3257936507936000E-01 -3.3329365079365000E-01 -3.3436507936508000E-01  6.6670634920635000E-01 -1.1102230246251000E-16
200402 -1.3920634920634000E-01 -1.3742063492063000E-01 -1.3920634920634000E-01 -1.3706349206349000E-01 -1.3813492063492000E-01  7.5785714285714000E-01
200403  8.2317460317460000E-01  6.8210317460317000E-01  6.8424603174603000E-01 -3.1789682539682000E-01 -3.1718253968254000E-01  8.8817841970012000E-16
200404 -6.9238095238095000E-01 -2.6880952380952000E-01 -2.6916666666666000E-01  7.3547619047619000E-01  7.3154761904762000E-01  1.8873791418627000E-15
200405  2.4452380952381000E-01 -1.8279761904761000E-01  7.0059523809523000E-02 -5.3208333333333000E-01 -1.8386904761904000E-01  8.8817841970012000E-16
200406  1.0150793650793000E-01  8.1507936507936000E-01  8.3079365079365000E-01 -1.5634920634920000E-01 -1.8492063492063000E-01  1.7208456881689000E-15
200407 -3.3325396825396000E-01 -3.3396825396825000E-01 -1.3353968253968000E+00  6.6746031746031000E-01  6.6460317460317000E-01  7.7715611723761000E-16
200408  7.7821428571428000E-01  7.7821428571428000E-01 -2.2142857142857000E-01 -2.2178571428571000E-01 -2.2321428571428000E-01  8.8817841970012000E-16
200409 -2.2214285714285000E-01 -2.2285714285714000E-01  7.7821428571428000E-01  7.7821428571428000E-01 -2.2142857142857000E-01  1.7763568394002000E-15
200410 -5.5607142857142000E-01 -5.5535714285714000E-01 -5.5678571428571000E-01 -5.5642857142857000E-01  4.4464285714285000E-01  8.8817841970012000E-16
200411 -6.7460317460274000E-04  1.0011111111111000E+00  3.9682539682308000E-05 -9.9960317460317000E-01 -3.1746031746030000E-04  1.8318679906315000E-15
200412 -1.1357142857142000E-01 -1.1071428571428000E-01  8.8928571428571000E-01  8.8857142857143000E-01  8.9142857142857000E-01  7.7715611723761000E-16
200501  6.6742063492063000E-01 -3.3257936507936000E-01 -3.3329365079365000E-01 -3.3436507936508000E-01 -3.3329365079365000E-01 -5.5511151231257000E-17
200502 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02 -2.4214285714285000E-01
200503 -1.2879365079365000E+00  5.7099206349206000E-01  5.7313492063492000E-01  5.7099206349206000E-01 -4.2829365079365000E-01  8.8817841970012000E-16
200504  3.0761904761904000E-01 -2.6880952380952000E-01 -2.6916666666666000E-01 -2.6452380952380000E-01  7.3154761904762000E-01  1.7763568394002000E-15
200505  9.1119047619047000E-01  9.8386904761904000E-01  2.3672619047619000E-01 -3.6541666666666000E-01 -1.7202380952381000E-02  7.7715611723761000E-16
200506  1.0150793650793000E-01 -1.8492063492063000E-01  8.3079365079365000E-01  8.4365079365079000E-01 -1.8492063492063000E-01  1.8873791418627000E-15
200507 -4.4436507936508000E-01 -4.4507936507936000E-01 -4.4650793650793000E-01 -1.4436507936507000E+00  5.5349206349206000E-01  8.8817841970012000E-16
200508 -2.2178571428571000E-01  7.7821428571428000E-01  7.7857142857143000E-01 -2.2178571428571000E-01 -2.2321428571428000E-01  8.8817841970012000E-16
200509 -2.2214285714285000E-01 -2.2285714285714000E-01 -2.2178571428571000E-01  7.7821428571428000E-01  7.7857142857142000E-01  1.7763568394002000E-15
200510  4.4392857142857000E-01 -5.5535714285714000E-01 -5.5678571428571000E-01 -5.5642857142857000E-01 -5.5535714285714000E-01  8.8817841970012000E-16
200511 -6.7460317460279000E-04  1.1111111111115000E-03  1.0000396825396000E+00  3.9682539682576000E-04 -1.0003174603174000E+00  1.7763568394002000E-15
200512 -2.2468253968254000E-01 -2.2182539682539000E-01 -2.2182539682539000E-01  7.7746031746031000E-01  7.8031746031746000E-01  7.7715611723761000E-16
200601  7.7853174603174000E-01  7.7853174603174000E-01 -2.2218253968254000E-01 -2.2325396825396000E-01 -2.2218253968254000E-01 -5.5511151231257000E-17
200602 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02 -2.4214285714285000E-01
200603 -1.7682539682539000E-01 -3.1789682539682000E-01  6.8424603174603000E-01  6.8210317460317000E-01  6.8281746031746000E-01  8.8817841970012000E-16
200604 -9.1460317460317000E-01 -4.9103174603174000E-01 -4.9138888888888000E-01 -4.8674603174603000E-01 -4.9067460317460000E-01  1.6098233857064000E-15
200605 -6.4436507936508000E-01  9.2831349206349000E-01  1.1811706349206000E+00 -4.2097222222222000E-01 -7.2757936507936000E-02  8.8817841970012000E-16
200606 -1.0096031746031000E+00 -2.9603174603174000E-01 -2.8031746031746000E-01  7.3253968253968000E-01  7.0396825396825000E-01  1.9984014443252000E-15
200607  5.5563492063492000E-01 -4.4507936507936000E-01 -4.4650793650793000E-01 -4.4365079365079000E-01 -1.4465079365079000E+00  8.8817841970012000E-16
200608 -2.2178571428571000E-01 -2.2178571428571000E-01  7.7857142857143000E-01  7.7821428571428000E-01 -2.2321428571428000E-01  9.4368957093138000E-16
200609 -3.3325396825396000E-01 -3.3396825396825000E-01 -3.3289682539682000E-01 -3.3289682539682000E-01  6.6746031746031000E-01  1.7763568394002000E-15
200610  5.5503968253968000E-01  5.5575396825396000E-01 -4.4567460317460000E-01 -4.4531746031746000E-01 -4.4424603174603000E-01  8.8817841970012000E-16
200611  1.1043650793650000E-01  1.1222222222222000E-01  1.1115079365079000E-01  1.1115079365079000E+00  1.1079365079365000E-01  1.7208456881689000E-15
200612 -1.4469047619047000E+00 -4.4404761904761000E-01 -4.4404761904761000E-01 -4.4476190476190000E-01  5.5809523809523000E-01  8.8817841970012000E-16
200701 -2.2146825396825000E-01  7.7853174603174000E-01  7.7781746031746000E-01 -2.2325396825396000E-01 -2.2218253968254000E-01 -5.5511151231257000E-17
200702 -2.8095238095238000E-02 -2.6309523809523000E-02 -2.8095238095238000E-02 -2.5952380952380000E-02 -2.7023809523809000E-02 -2.4214285714285000E-01
200703 -2.8793650793650000E-01 -4.2900793650793000E-01 -4.2686507936507000E-01  5.7099206349206000E-01  5.7170634920635000E-01  8.8817841970012000E-16
200704  1.9650793650793000E-01 -3.7992063492063000E-01 -3.8027777777777000E-01 -3.7563492063492000E-01 -3.7956349206349000E-01  1.8318679906315000E-15
200705 -7.5547619047619000E-01 -1.1827976190476000E+00  1.0700595238095000E+00  4.6791666666666000E-01 -1.8386904761904000E-01  8.8817841970012000E-16
200706 -9.6031746031742000E-03 -2.9603174603174000E-01 -2.8031746031746000E-01 -2.6746031746031000E-01  7.0396825396825000E-01  1.7763568394002000E-15
200707  7.7785714285714000E-01  7.7714285714285000E-01 -2.2428571428571000E-01 -2.2142857142857000E-01 -2.2428571428571000E-01  7.7715611723761000E-16
200708 -2.2178571428571000E-01 -2.2178571428571000E-01 -2.2142857142857000E-01  7.7821428571428000E-01  7.7678571428571000E-01  8.8817841970012000E-16
