date   REG1_contr  REG2_contr  lpyear
199311 -3.1249999999898000E-04 -1.5624999999999000E-03  1.7763568394002000E-15
199312  1.7496875000000000E+00 -1.2515625000000000E+00  8.8817841970012000E-16
199401 -8.7486607142857000E-01 -3.7575892857142000E-01  0.0000000000000000E+00
199402 -1.5236607142857000E-01 -3.0401785714285000E-02 -2.4214285714285000E-01
199403  1.3553125000000000E+00 -3.5843750000000000E-01  8.8817841970012000E-16
199404 -9.3089285714285000E-01  6.9839285714285000E-01  1.7763568394002000E-15
199405  9.2435267857143000E-01 -8.4665178571428000E-02  6.6613381477509000E-16
199406  1.2896428571428000E+00 -2.0964285714285000E-01  1.7763568394002000E-15
199407 -1.8772767857142000E+00  6.2790178571428000E-01  8.8817841970012000E-16
199408  7.5116071428571000E-01 -2.4991071428571000E-01  8.8817841970012000E-16
199409  7.5138392857143000E-01 -2.4950892857142000E-01  1.7763568394002000E-15
199410 -1.5025446428571000E+00  4.9941964285714000E-01  8.8817841970012000E-16
199411 -3.1249999999896000E-04 -1.5624999999998000E-03  1.6098233857064000E-15
